AIRCRAFT_ID,PRICE,START_OF_SERVICE,END_OF_SERVICE,TOTAL_FLIGHTS,Date Completed,Manufacturer,Model,Physical Class (Engine Type),# Engines,"Approach Speed
(Vref)","Wingspan, ft",Wingtip Configuration,"Length, ft","Tail Height, ft
(@ OEW)","Wheelbase, ft",Cockpit to Main Gear (CMG),"MGW
(Outer to Outer)",MTOW,"Max Ramp
Max Taxi",Main Gear Configuration,ICAO/FAA Code,ATCT Weight Class
584,1093,10/27/1965,12/9/2012,513,7-Sep,Fokker,F-28-6000,Jet,2,113,82.25,no winglets,97.15,27.79,tbd,tbd,tbd,"73,000","73,000",D,tbd,tbd
585,527,3/26/1962,21/2/2013,872,,Fokker,F-50,,,,,,,,,,,,,,,
586,270,10/19/1964,3/3/2016,527,17-Oct,Fokker VFW,VFW 614 (engines on over-wing pylons),Jet,2,85,70.54,no winglets,67.58,25.67,tbd,tbd,tbd,"44,000",tbd,D,tbd,tbd
587,100,2/23/1978,30/3/2012,880,17-Oct,Game Composites,GB1 GameBird,Piston,1,73,25.25,no winglets,23,8.42,7,15.08,15.08,"2,200","2,200",S,tbd,tbd
588,440,4/27/1990,2/6/2016,599,,Grumman,G-40 Avenger,Piston,,,,,,,,,,,,,TBM,Large Commuter Eqpt
589,482,6/30/1989,26/7/2010,610,6-Sep,Gulfstream (Grumman Aircraft Engineering),"Gulfstream I (G-I), model G-159",Turboprop,,113,78.5,no winglets,63.75,22.75,28.69,28.69,15.7,"36,000","36,000",D,tbd,tbd
590,143,11/19/1976,5/3/2011,877,6-Sep,Gulfstream (Gulfstream Aerospace Corp.),"Gulfstream IV, IV-SP, G300, G400",Jet,,125,77.83,winglets,88.33,24.42,39.75,39.75,15.57,"74,600","75,000",D,GLF4,Medium Commuter Eqpt
591,466,7/7/1971,27/5/2013,507,6-Sep,Gulfstream (Gulfstream American Corp.),"Gulfstream IC (G-IC), model G-159C",Turboprop,,113,78.5,no winglets,75.33,23,33.9,33.9,15.7,"36,000","36,000",D,tbd,tbd
592,277,9/7/1967,8/5/2010,565,6-Sep,Gulfstream (Gulfstream American Corp.),"Gulfstream II (G-II), model G-1159",Jet,,125,68.83,no winglets,79.92,24.5,35.96,35.96,13.77,"64,800","65,300",D,tbd,tbd
593,824,2/10/1976,16/4/2017,508,6-Sep,Gulfstream (Gulfstream American Corp.),Gulfstream IIB (G-IIB is a G-II fitted with a G-III wing),Jet,,125,77.83,winglets,79.92,24.5,35.96,35.96,13.77,"69,700","70,200",D,tbd,tbd
594,133,3/3/1990,28/4/2011,963,6-Sep,Gulfstream (Gulfstream American Corp.),"Gulfstream III (G-III), model G-1159A",Jet,,125,77.83,winglets,83.08,24.42,37.39,37.39,15.57,"69,700","70,200",D,tbd,tbd
595,970,12/17/1965,8/2/2015,823,6-Sep,Gulfstream (Gulfstream American Corp.),"Gulfstream II-SP (G-II-SP),",Jet,,125,68.83,winglets,79.92,24.5,35.96,35.96,13.77,"65,500",tbd,D,tbd,tbd
596,386,4/28/1970,16/3/2016,587,6-Sep,Gulfstream (Gulfstream American Corp.),"Gulfstream IITT (G-IITT), model G-1159",Jet,,125,68.83,tip tanks,79.92,24.5,35.96,35.96,13.77,"65,500","66,000",D,tbd,tbd
597,632,1/12/1977,28/7/2016,813,6-Sep,Gulfstream Aerospace Corp.,G200 (the IAI Galaxy 1126 rebranded in 2002 as the G200),Jet,,125,58.08,winglets,62.25,21.42,24.25,24.25,12.03,"35,650","35,800",D,GALX,Medium Commuter Eqpt
598,1023,1/22/1966,21/11/2011,935,6-Sep,Gulfstream Aerospace Corp.,G280,Jet,,125,63,winglets,66.83,21.33,30.08,30.08,12.6,"39,600","39,750",D,G280,Medium Commuter Eqpt
599,249,4/5/1977,11/7/2012,707,6-Sep,Gulfstream Aerospace Corp.,G350 (less range than its big brother the G450),Jet,,145,77.83,winglets,89.33,25.17,38.1,38.1,15.21,"74,600","75,000",D,tbd,tbd
600,363,3/22/1976,25/1/2012,882,6-Sep,Gulfstream Aerospace Corp.,G450,Jet,,145,77.83,winglets,89.33,25.17,38.1,38.1,15.21,"74,600","75,000",D,tbd,tbd
601,953,4/23/1975,7/12/2013,514,6-Sep,Gulfstream Aerospace Corp.,G500,Jet,,145,87.08,winglets,91.17,25.5,45,45,15.88,"85,100","85,500",D,tbd,tbd
602,364,6/21/1985,12/4/2011,725,6-Sep,Gulfstream Aerospace Corp.,G550 (is the newer version of V-SP),Jet,,145,93.5,winglets,96.42,25.83,45,45,15.88,"91,000","91,400",D,GLF5,Medium Commuter Eqpt
603,576,1/11/1979,19/2/2014,769,6-Sep,Gulfstream Aerospace Corp.,G600,Jet,,145,95,winglets,96.08,25.25,45,45,16,"91,600","92,000",D,GLF6,Medium Commuter Eqpt
604,1059,5/27/1983,26/12/2015,672,6-Sep,Gulfstream Aerospace Corp.,G650,Jet,,145,99.58,winglets,99.75,25.67,45,45,16,"99,600","100,000",D,tbd,tbd
605,685,1/26/1978,25/1/2016,781,6-Sep,Gulfstream Aerospace Corp.,G650ER,Jet,,145,99.58,winglets,99.75,25.67,45,45,16,"103,600","104,000",D,tbd,tbd
606,616,2/15/1970,10/1/2013,792,6-Sep,Gulfstream Aerospace Corp.,Gulfstream V (G-V),Jet,,125,93.33,winglets,95.42,25.75,45,45,16,"90,500","90,900",D,GLF5,Medium Commuter Eqpt
607,174,10/15/1965,16/5/2017,824,6-Sep,Gulfstream Aerospace Corp.,Gulfstream V-SP (G-V-SP),Jet,,125,93.33,winglets,95.42,25.75,45,45,16,"91,000","91,400",D,GLF5,Medium Commuter Eqpt
608,780,11/30/1967,6/2/2011,608,6-Sep,Gulfstream Aerospace Corp. (General Dynamics),G100 (the IAI Astra SPX rebranded in 2002 as the G100),Jet,,125,54.58,winglets,55.58,18.17,24.08,24.08,10.92,"24,650","24,800",D,tbd,tbd
609,1088,8/20/1962,7/10/2011,804,6-Sep,Gulfstream Aerospace Corp. (General Dynamics),G150,Jet,,125,55.58,winglets,56.75,19.08,21,21,11.12,"26,100","26,250",D,G80,Medium Commuter Eqpt
610,673,1/23/1980,10/10/2014,750,,Handley-Page,HP HERALD,,,88,94.8,,,24.1,,,,"43,000",,,tbd,tbd
611,933,1/27/1963,28/3/2013,772,,Hawker,Hawker 4000,Jet,,,,,,,,,,,,,HA4T,Small Eqpt
612,1072,7/30/1975,6/6/2016,702,,Hawker,Hawker 400XP (formerly Beechjet 400A),Jet,2,116,43.5,no winglets,48.42,13.92,tbd,tbd,tbd,"16,300","16,500",S,BE40,Medium Commuter Eqpt
613,557,6/16/1961,16/7/2012,670,,Hawker-Siddeley,748,,,94,102.46,,,24.83,,,,"46,500",,,A748,tbd
614,705,4/26/1985,7/5/2017,549,,Hawker-Siddeley,ARGOSY,,,123,115,,,27,,,,"93,000",,,tbd,tbd
615,107,1/23/1962,18/5/2013,582,,Hawker-Siddeley,ARGOSY,,,113,115,,,27,,,,"97,000",,,tbd,tbd
616,1094,9/29/1963,16/10/2011,563,,Hawker-Siddeley,HS 121 TRIDENT 1E,,,137,95,,,27,,,,"135,500",,,tbd,tbd
617,1014,1/8/1977,8/12/2014,871,,Hawker-Siddeley,HS 121 TRIDENT 2E,,,138,98,,,27,,,,"144,000",,,tbd,tbd
618,954,7/26/1973,20/10/2012,644,,Hawker-Siddeley,HS 121 TRIDENT 3B,,,143,98,,,28.3,,,,"150,000",,,tbd,tbd
619,554,12/2/1985,7/1/2014,690,,Hawker-Siddeley,HS 121 Trident Super 3B,,,146,98,,,28.3,,,,"158,000",,,TRID,tbd
620,816,12/30/1982,4/9/2011,623,,Hawker-Siddeley,HS 125 SERIES 400A,,,124,47,,,16.5,,,,"23,300",,,tbd,tbd
621,831,11/20/1961,9/6/2011,792,,Hawker-Siddeley,HS 125 SERIES 600A,,,125,47,,,17.2,,,,"25,000",,,tbd,tbd
622,415,2/14/1965,19/7/2015,688,,Hawker-Siddeley,HS 125 SERIES 700A,,,125,47,,,17.6,,,,"24,200",,,tbd,tbd
623,971,11/19/1964,28/8/2014,584,,Hawker-Siddeley,HS 780 ANDOVER C.MK.1,,,100,98.2,,,30.1,,,,"50,000",,,A748,tbd
624,784,1/28/1989,27/4/2010,682,,Hawker-Siddeley,HS 801 NIMROD MR MK.2,,,125,114.8,,,29.7,,,,"177,500",,,tbd,tbd
625,591,4/30/1982,29/10/2011,504,,Honda,Honda Jet,,,,,,,,,,,,,,tbd,tbd
626,963,3/7/1968,21/1/2014,693,24-Oct,Icon Aircraft,A5 Amphibious Light Sport (S-LSA),Piston,1,59,34.8,wings fold to tow,23,8.1,tbd,tbd,tbd,"1,510","1,510",S,tbd,tbd
627,1030,5/28/1985,26/8/2011,880,,Ilyushin,IL-12,,,78,104,,,30.5,,,,"38,000",,,tbd,tbd
628,206,1/7/1965,26/10/2011,685,,Ilyushin,IL-18,,,103,122.7,,,33.3,,,,"134,640",,,IL18,tbd
629,739,4/12/1976,4/6/2013,672,,Ilyushin,IL-62,,,152,141.8,,,40.5,,,,"363,760",,,tbd,tbd
630,402,9/17/1989,30/5/2014,602,,Ilyushin,IL-76,,,119,165.7,,,48.4,,,,"374,785",,,IL76,tbd
631,479,10/10/1978,16/10/2010,504,,Ilyushin,IL-86,,,141,157.7,,,51.8,,,,"454,150",,,tbd,tbd
632,288,1/7/1970,15/6/2014,857,6-Sep,Israel Aircraft Industries (IAI),1121A/1121B Jet Commander,Jet,2,129,44.79,no winglets,55.58,15.79,,25,12,"17,500","17,800",D,tbd,tbd
633,180,3/17/1977,22/5/2012,799,6-Sep,Israel Aircraft Industries (IAI),1123 Commodore Jet,Jet,2,129,44.79,tip tanks,52.25,15.79,,23,12,"20,700","21,000",D,tbd,tbd
634,880,5/1/1974,15/5/2013,721,6-Sep,Israel Aircraft Industries (IAI),"1124 Westwind, 1124 Westwind I",Jet,2,129,44.79,tip tanks,52.25,15.79,,23,12,"23,500","23,650",D,WW24,Medium Commuter Eqpt
635,837,7/9/1969,20/6/2014,712,6-Sep,Israel Aircraft Industries (IAI),1124A Westwind II,Jet,2,129,44.79,winglets on tip tanks,52.25,15.79,,23,12,"23,500","23,650",D,WW24,Medium Commuter Eqpt
636,519,10/8/1972,20/11/2012,545,6-Sep,Israel Aircraft Industries (IAI),1125 Astra,Jet,2,125,52.67,no winglets,55.58,18.17,tbd,25,12,"23,500","23,650",D,ASTR,Medium Commuter Eqpt
637,478,3/14/1975,16/3/2016,637,6-Sep,Israel Aircraft Industries (IAI),1125 Astra Galaxy,Jet,2,125,58.08,winglets,62.25,21.42,,28,12,"35,650","35,800",D,tbd,tbd
638,725,12/18/1979,2/10/2014,719,6-Sep,Israel Aircraft Industries (IAI),1125 Astra SP and SPX,Jet,2,125,54.58,winglets,55.58,18.17,tbd,25,12,"24,650","24,800",D,tbd,tbd
639,700,8/31/1981,3/7/2014,657,,Israel Aircraft Industries (IAI),Arava 101,Turboprop,,81,68.8,,,17.1,,,,"15,000",,,ARVA,tbd
640,200,9/22/1983,7/5/2011,731,,Israel Aircraft Industries (IAI),Arava 201,Turboprop,,81,68.8,,,17.1,,,,"15,000",,,ARVA,tbd
641,600,2/19/1976,17/11/2012,916,6-Sep,Israel Aircraft Industries (IAI) but originally Aero Commander's 1121 Jet Commander,1121 Jet Commander,Jet,,129,44.79,no winglets,55.58,15.79,,25,12,"16,800","17,100",D,tbd,tbd
642,712,11/15/1963,4/8/2017,642,,Kawasaki Heavy Industries,C-1,,,118,100.4,,,32.9,,,,"85,320",,,tbd,tbd
643,1027,5/16/1973,4/7/2015,881,,Lake,LA-4 Amphibian,Piston,,,,,,,,,,,,,LA4,Small Eqpt
644,187,11/8/1987,10/4/2011,763,,Lancair,235,,,,,,,,,,,,,,,
645,483,1/16/1964,26/10/2011,917,,Lancair,320,,,,,,,,,,,,,,,
646,1086,10/20/1988,14/12/2010,525,,Lancair,360,Piston,,,,,,,,,,,,,LNC2,Small Eqpt
647,408,12/13/1984,10/1/2014,775,,Lancair,ES,,,,,,,,,,,,,,,
648,133,7/3/1982,20/6/2016,627,,Lancair,Evolution,,,,,,,,,,,,,,EVOT,Small Eqpt
649,471,12/13/1984,23/2/2016,819,,Lancair,IV,,,,,,,,,,,,,,LNC4,Small Eqpt
650,410,1/29/1981,11/9/2013,512,,Lancair,Legacy,,,,,,,,,,,,,,,
651,742,10/26/1966,21/5/2013,642,,Lancair,Super ES,,,,,,,,,,,,,,LNCE,Small Eqpt
652,578,3/7/1979,1/2/2014,987,,Lancair,Tigress,,,,,,,,,,,,,,,
653,1063,4/22/1962,28/11/2011,524,,Let,L,,,95,65.55,,,19.13,,,,"6,600",,,tbd,tbd
654,288,9/10/1971,9/9/2016,802,,Let,L,,,95,65.55,,,19.13,,,,"6,600",,,tbd,tbd
655,621,10/10/1975,4/11/2013,915,,Let,L,,,94,65.05,,,19.01,,,,"6,600",,,tbd,tbd
656,214,8/5/1980,19/11/2014,660,,Let,L,,,94,65.05,,,19.01,,,,"6,600",,,tbd,tbd
657,340,4/7/1980,7/2/2014,516,,Lockheed,1011-1 ,,,138,155.3,,,55.3,,,,"430,000",,,L101,tbd
658,342,8/14/1968,27/4/2015,699,,Lockheed,1011-100,,,140,155.3,,,55.3,,,,"466,000",,,L101,tbd
659,385,10/2/1990,23/1/2014,813,,Lockheed,1011-200,,,144,155.3,,,55.3,,,,"466,000",,,L101,tbd
660,334,4/4/1969,4/11/2014,979,,Lockheed,1011-250,,,144,155.3,,,55.3,,,,"510,000",,,L101,tbd
661,850,8/11/1968,5/12/2014,643,,Lockheed,1011-500,,,148,155.3,,,55.3,,,,"516,000",,,L101,tbd
662,1068,12/4/1967,1/12/2011,761,,Lockheed,1329 JetStar,,,132,54.4,,,20.4,,,,"43,750",,,L29A,tbd
663,702,3/7/1971,15/8/2014,950,,Lockheed,C-130-100-20 Hercules*,,,129,132.58,,,39.3,,,,"155,000",,2S,C130,tbd
664,976,7/5/1988,26/6/2010,660,,Lockheed,C-130-100-20 Hercules*,,,129,132.58,,,39.3,,,,"155,000",,2S,C130,tbd
665,1092,3/30/1968,6/5/2014,689,19-Sep,Lockheed,"C-130H, J",,,130,132.6,no winglets,97.75,38.8,24.56,behind nose gear,15.98,"155,000",tbd,2S,C130,tbd
666,176,12/31/1985,19/3/2011,713,19-Sep,Lockheed,C-130J-30,,,130,132.6,no winglets,112.75,38.8,32.06,behind nose gear,15.98,"164,000",tbd,2S,C130,tbd
667,778,11/17/1984,14/2/2014,962,,Lockheed,C-141A,,,129,159.9,,,39.3,,,,"316,600",,,C141,tbd
668,381,10/3/1962,22/11/2013,822,,Lockheed,C-141B,,,129,159.9,,,39.3,,,,"343,000",,,C141,tbd
669,177,1/29/1966,30/12/2015,573,,Lockheed,C-5B,,,135,222.7,,,65.1,,,,"769,000",,,C5,tbd
670,360,7/4/1966,14/9/2013,616,,Lockheed,C-5B Galaxy,,,135,222.7,,,65.1,,,,"837,000",,,C5,tbd
671,702,8/7/1978,15/5/2015,827,,Lockheed,P-3 ORION,,,134,99.7,,,33.8,,,,"135,000",,,P3,tbd
672,697,12/13/1965,29/1/2011,540,,Martin,MARTIN-404,,,98,93.3,,,28.7,,,,"44,900",,,tbd,tbd
673,215,8/4/1977,8/2/2017,760,,Mcdonnell Douglas,A-4,,,120,27.5,,,15,,,,"24,500",,,A4*,tbd
674,944,12/9/1975,19/9/2010,703,,Mitsubishi,DIAMOND MU-300,,,100,43.5,,,13.8,,,,"15,730",,,BE40,tbd
675,940,10/7/1961,30/6/2016,655,,Mitsubishi,MARQUISE MU-2N,,,88,39.2,,,13.7,,,,"11,575",,,tbd,tbd
676,1038,1/5/1966,8/1/2013,809,,Mitsubishi,Marquise MU-2N,,,88,39.17,,,13.58,,,,"11,575",,,MU2,tbd
677,588,11/29/1988,4/7/2013,616,,Mitsubishi,MU2 Marquise/Solitaire,,,119,39.2,,,13.8,,,,"10,800",,,MU2,tbd
678,787,10/13/1984,3/2/2012,801,,Mooney,M-205,Piston,,,,,,,,,,,,,M20J,Small Eqpt
679,686,11/17/1982,29/9/2014,556,,Mooney,M-20C Ranger,Piston,,,,,,,,,,,,,M20P,Small Eqpt
680,524,9/9/1977,2/7/2011,867,,Mooney,M20K Turbo Mooney,Piston,,,,,,,,,,,,,M20T,Small Eqpt
681,164,1/20/1965,21/3/2014,582,,Mooney,M20L,Piston,,,,,,,,,,,,,MO20,Small Eqpt
682,1009,3/5/1979,11/6/2013,562,,Mooney,M20R Ovation 3,Piston,,,,,,,,,,,,,MO20,Small Eqpt
683,452,8/22/1969,10/6/2017,722,,Mooney,M20U Ovation Ultra,Piston,,,,,,,,,,,,,MO20,Small Eqpt
684,876,8/12/1978,28/1/2016,727,,Mooney,M20V Acclaim Ultra,Piston,,,,,,,,,,,,,MO20,Small Eqpt
685,792,2/14/1982,15/1/2014,736,,Navion,Navion,,,70,34,,,9,,,,"2,750",,,tbd,tbd
686,411,5/9/1990,27/11/2014,909,,Nihon,YS-11,,,98,105,,,29.5,,,,"54,010",,,tbd,tbd
687,230,4/21/1983,12/4/2016,992,,North American,NA-145,,,,,,,,,,,,,,,
688,246,5/2/1981,3/11/2014,791,,North American,T-28 Trojan,,,,,,,,,,,,,,tbd,tbd
689,436,1/10/1990,23/3/2013,605,,North American,T-6 Texan,Piston,,,,,,,,,,,,,T6,Small Eqpt
690,146,2/5/1979,25/10/2015,622,,North American Rockwell,Gulfstream Commander,Piston,2,,,,,,,,,,,,AC90,Medium Commuter Eqpt
691,240,8/28/1983,15/2/2012,768,,North American Rockwell,Gulfstream Jetprop Commander 1000,Turboprop,2,,,,,,,,,,,,AC95,Small Eqpt
692,313,12/2/1963,20/3/2010,943,,North American Rockwell,Rockwell Commander 112,Piston,1,,,,,,,,,,,,AC11,Small Eqpt
693,988,1/13/1980,3/3/2011,608,,North American Rockwell,Sabre 40/60,Jet,,,,,,,,,,,,,SBR1,Medium Commuter Eqpt
694,1087,3/24/1976,4/6/2012,662,,Northrop,B-2,,,140,172,,,17,,,,"336,500",,,B2,tbd
695,165,4/19/1982,18/6/2010,983,,On Mark Engineering Co.,On Mark Marksman (converted Douglas A-26 Invader),Piston,2,,,,,,,,,,,,BE26,Medium Commuter Eqpt
696,283,1/23/1961,2/8/2011,685,,Partenavia,P.68B VICTOR,,,73,39.3,,,11.9,,,,"6,283",,,tbd,tbd
697,869,4/17/1981,29/7/2010,754,,Piaggio,P-166 PORTOFINO,,,82,47.2,,,16.4,,,,"9,480",,,tbd,tbd
698,652,6/27/1988,26/11/2012,809,,Piaggio,P-180 Avanti,Turboprop,2,,,,,,,,,,,,P180,Small Eqpt
699,1036,12/27/1971,24/10/2016,858,,Piaggio,PD-808,,,117,43.3,,,15.8,,,,"18,300",,,tbd,tbd
700,1071,5/4/1980,14/7/2017,583,,Pilatus,PC-21,Turboprop,1,,,,,,,,,,,,tbd,tbd
701,206,3/22/1989,15/11/2017,808,,Pilatus,PC-24,Jet,2,,,,,,,,,,,,tbd,tbd
702,970,3/27/1980,13/9/2010,826,,Pilatus,PC-6 PORTER,Turboprop,1,57,49.7,,,10.5,,,,"4,850",,,tbd,tbd
703,606,8/22/1969,17/4/2014,646,,Pilatus,PC-7 MkII,Turboprop,1,,,,,,,,,,,,tbd,tbd
704,828,3/22/1964,19/10/2011,782,,Pilatus,PC-9 M,Turboprop,1,,,,,,,,,,,,tbd,tbd
705,261,1/10/1974,15/9/2016,832,3-Nov,Piper,PA-18-150 Super Cub,Piston,1,48,35.29,no winglets,22.5,6.71,16.67,16.67,6.04,"1,750",1750,,PA18,Small Eqpt
706,581,7/11/1974,19/3/2015,995,,Piper,PA-20-115 Pacer,Piston,,,,,,,,,,,,S,PA20,Small Eqpt
707,309,12/26/1962,14/5/2016,927,,Piper,PA-20-135 Pacer,Piston,,,,,,,,,,,,S,PA20,Small Eqpt
708,899,6/8/1987,4/4/2013,669,,Piper,PA-20-150 Pacer,Piston,,,,,,,,,,,,S,PA20,Small Eqpt
709,404,8/21/1972,8/11/2011,945,,Piper,PA-20S Pacer Seaplane,Piston,,,,,,,,,,,,S,PA20,Small Eqpt
710,891,8/26/1987,19/10/2010,536,,Piper,PA-20S-135 Pacer Seaplane,Piston,,,,,,,,,,,,S,PA20,Small Eqpt
711,412,8/7/1981,13/10/2016,915,,Piper,PA-22-108 Colt,Piston,,,,,,,,,,,,S,PA22,Small Eqpt
712,534,7/4/1988,21/2/2016,945,,Piper,PA-22-135 Tri-Pacer,Piston,,,,,,,,,,,,S,PA22,Small Eqpt
713,522,3/18/1961,6/11/2010,787,,Piper,PA-22-150 Tri-Pacer/Caribbean,Piston,,,,,,,,,,,,S,PA22,Small Eqpt
714,468,8/13/1990,7/11/2012,814,,Piper,PA-22-160 Tri-Pacer,Piston,,,,,,,,,,,,S,PA22,Small Eqpt
715,739,5/30/1972,10/3/2013,879,,Piper,PA-22S Tri-Pacer Seaplane,Piston,,,,,,,,,,,,S,PA22,Small Eqpt
716,222,6/13/1967,17/9/2016,736,,Piper,PA-22S-135 Tri-Pacer Seaplane,Piston,,,,,,,,,,,,S,PA22,Small Eqpt
717,757,2/3/1976,14/9/2017,858,,Piper,PA-22S-150 Tri-Pacer Seaplane,Piston,,,,,,,,,,,,S,PA22,Small Eqpt
718,584,9/11/1970,27/4/2012,975,,Piper,PA-22S-160 Tri-Pacer Seaplane,Piston,,,,,,,,,,,,S,PA22,Small Eqpt
719,145,7/16/1962,22/6/2010,638,,Piper,PA-23-150 Apache,Piston,,,,,,,,,,,,S,tbd,tbd
720,645,3/29/1964,12/5/2016,579,,Piper,PA-23-160 Apache,Piston,,,,,,,,,,,,S,tbd,tbd
721,359,8/15/1980,7/5/2010,892,,Piper,PA-23-180 Apache,Piston,,,,,,,,,,,,S,tbd,tbd
722,910,6/15/1971,3/10/2016,500,,Piper,PA-23-235 Apache,Piston,,,,,,,,,,,,S,tbd,tbd
723,257,8/4/1985,28/4/2012,607,,Piper,PA-23-250 Aztec,Piston,,,,,,,,,,,,S,PAZT,Small Eqpt
724,1033,8/21/1966,26/3/2011,912,2-Nov,Piper,"PA-28-180 Cherokee Challenger, Archer",Piston,1,65,32,no winglets,23.79,7.29,6.21,6.21,10.53,"2,450","assume 2,458",S,PA28,Small Eqpt
725,1046,6/5/1977,30/6/2012,819,2-Nov,Piper,"PA-28-181 Cherokee Archer II, III, DX, TX",Piston,1,77,35,no winglets,24,7.29,6.58,6.58,10.53,"2,550","2,558",S,PA28,Small Eqpt
726,162,4/3/1986,14/1/2013,784,2-Nov,Piper,PA-28-210T Cherokee Turbo Dakota,Piston,1,62,35,no winglets,24.73,7.17,6.5,6.5,10.53,"2,900","2,900",S,PA28,Small Eqpt
727,332,5/23/1967,10/2/2013,854,2-Nov,Piper,PA-28-235 Cherokee,Piston,1,65,32,no winglets,23.79,7.29,6.21,6.21,10.53,"2,900","2,900",S,PA28,Small Eqpt
728,1008,7/1/1961,14/5/2013,942,2-Nov,Piper,PA-28R-180 Cherokee Arrow,Piston,1,78,30,no winglets,23.5,7.29,7.85,7.85,10.98,"2,500","2,500",S,P28R,Small Eqpt
729,329,4/27/1986,14/5/2014,548,2-Nov,Piper,PA-28R-201 Cherokee Arrow III,Piston,1,82,35.42,no winglets,24.67,7.85,7.85,7.85,10.98,"2,750","2,758",S,P28R,Small Eqpt
730,242,4/12/1967,20/5/2016,919,2-Nov,Piper,PA-28R-201T Cherokee Turbo Arrow III,Piston,1,73,35.42,no winglets,24.67,7.85,7.85,7.85,10.98,"2,900","assume 2,911",S,P28S,Small Eqpt
731,584,7/31/1985,11/1/2015,711,2-Nov,Piper,PA-28RT-201 Cherokee Arrow IV (has T tail),Piston,1,73,35.42,no winglets,24.67,7.85,7.85,7.85,10.98,"2,750","2,758",S,PA28,Small Eqpt
732,1005,2/2/1970,12/11/2016,891,2-Nov,Piper,PA-28RT-201T Cherokee Turbo Arrow IV (has T tail),Piston,1,73,35.42,no winglets,24.67,7.85,7.85,7.85,10.98,"2,900","assume 2,911",S,P28T,Small Eqpt
733,572,10/16/1974,9/9/2014,606,2-Nov,Piper,PA-28S-160 Cherokee C Seaplane,Piston,1,61,30,no winglets,23.5,11.08,n/a,n/a,n/a,"2,140","2,140",S,PA28,Small Eqpt
734,988,8/9/1976,2/8/2014,868,2-Nov,Piper,PA-28S-180 Cherokee C Seaplane,Piston,1,61,30,no winglets,23.5,11.08,n/a,n/a,n/a,"2,222","2,222",S,PA28,Small Eqpt
735,475,6/3/1966,25/1/2011,807,,Piper,PA-29 Papoose,Piston,1,,,,,,,,,,,,,
736,717,5/4/1967,14/1/2012,697,,Piper,PA-30 Twin Commanche,Piston,2,,,,,,,,,,,,,
737,344,2/16/1981,8/12/2013,691,,Piper,PA-30B-160 Twin Comanche,,,,,,,,,,,,,,tbd,tbd
738,575,6/12/1970,1/4/2015,542,,Piper,PA-31 Navajo,Piston,2,79,40.67,no winglets,32.63,13,,,,"6,500","6,500",S,PA31,Small Eqpt
739,995,3/22/1974,25/8/2016,865,,Piper,PA-31-300 Navajo (turbocharged model unofficially known as -310),Piston,2,79,40.67,no winglets,32.63,13,,,,"6,000","6,000",S,PA31,Small Eqpt
740,793,10/16/1971,20/6/2015,533,,Piper,PA-31-325 Navajo C/R,Piston,2,91,40.67,no winglets,32.63,13,,,,"6,500","6,500",S,PA31,Small Eqpt
741,214,12/20/1969,3/4/2014,540,,Piper,PA-31-350 Chieftain/T-1020 Navajo C/R,Piston,2,96,40.67,no winglets,34.63,13,,,,"7,000","7,000",S,tbd,Small Eqpt
742,1042,12/16/1978,21/5/2010,982,,Piper,PA-31P Navajo (pressurized),Piston,2,95,40.67,no winglets,32.63,13,,,,"7,800","7,800",S,tbd,tbd
743,284,4/10/1977,3/4/2011,688,,Piper,PA-31P-350 Mojave,Piston,2,98,40.67,no winglets,32.63,13,,,,"7,200","7,245",S,tbd,tbd
744,999,1/11/1979,27/9/2012,871,,Piper,PA-31T Cheyenne/Cheyenne II,Piston,2,98,42.69,tip tanks,34.67,12.75,,,,"9,000","9,050",S,PAY2,Small Eqpt
745,664,12/3/1986,27/9/2011,902,,Piper,PA-31T1 Cheyenne I/IA,Piston,2,92,42.69,tip tanks,34.67,12.75,,,,"8,700","8,750",S,PAY1,Small Eqpt
746,1041,7/4/1969,16/5/2016,985,,Piper,PA-31T2 Cheyenne IIXL,Piston,2,100,42.69,tip tanks,34.67,12.75,,,,"9,474","9,540",S,PAY2,Small Eqpt
747,684,8/31/1975,5/12/2010,653,,Piper,PA-31T3 T-1040 Airliner,Piston,2,100,42.69,tip tanks,34.67,12.75,,,,"9,000","9,050",S,tbd,tbd
748,131,4/24/1985,23/2/2014,605,,Piper,PA-31T3-500,Piston,,,,,,,,,,,,,PAT4,Small Eqpt
749,1052,2/9/1984,28/7/2010,671,,Piper,PA-32-260 Cherokee Six,Piston,,,same WS as PA-28-235,,,,,,,,,,PA32,Small Eqpt
750,529,10/14/1978,6/10/2011,831,,Piper,PA-32-300 Cherokee Six,Piston,,,,,,,,,,,,,PA32,Small Eqpt
751,461,9/30/1977,9/9/2015,965,,Piper,PA-32-300L Cherokee Six,Piston,,,,,,,,,,,,,PA32,Small Eqpt
752,314,1/20/1979,28/8/2014,634,2-Nov,Piper,"PA-32-301 Saratoga, 32R-301 Saratoga SP/IIHP,  32R-301T Saratoga II TC, 32-301FT 6X, and 32-301XTC 6XT",Piston,1,78,36.17,no winglets,27.9,8.5,7.96,7.96,11.13,"3,600","3,615",S,tbd,tbd
753,1058,2/1/1980,25/11/2010,735,,Piper,PA-32R-300 Lance,,,,,,,,,,,,,,P32,Small Eqpt
754,295,1/1/1969,20/12/2015,763,,Piper,PA-32RT-300 Lance II,,,,,,,,,,,,,,P32A,Small Eqpt
